Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas;Classificação;Sigla_UF;Data
OCEANIA;7;Austrália;90;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
OCEANIA;7;Austrália;90;Amazonas;4;Terrestre;2;2023;Dezembro;12;4;Média;AM;2023-12-01
OCEANIA;7;Austrália;90;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Janeiro;1;4;Média;AM;2023-01-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Fevereiro;2;5;Média;AM;2023-02-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Marco;3;0;Baixa;AM;2023-03-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Abril;4;11;Média;AM;2023-04-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Agosto;8;3;Média;AM;2023-08-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Áustria;58;Amazonas;4;Terrestre;2;2023;Dezembro;12;3;Média;AM;2023-12-01
ÁSIA;5;Outros Países;56;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Janeiro;1;5;Média;AM;2023-01-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Fevereiro;2;3;Média;AM;2023-02-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Marco;3;3;Média;AM;2023-03-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Abril;4;1;Média;AM;2023-04-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Maio;5;2;Média;AM;2023-05-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Junho;6;3;Média;AM;2023-06-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Julho;7;2;Média;AM;2023-07-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Agosto;8;2;Média;AM;2023-08-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Outubro;10;1;Média;AM;2023-10-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Novembro;11;6;Média;AM;2023-11-01
EUROPA;6;Bélgica;59;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Fevereiro;2;5;Média;AM;2023-02-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Maio;5;3;Média;AM;2023-05-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Julho;7;1;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
EUROPA;6;Bulgária;60;Amazonas;4;Terrestre;2;2023;Abril;4;1;Média;AM;2023-04-01
EUROPA;6;Bulgária;60;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Bulgária;60;Amazonas;4;Terrestre;2;2023;Outubro;10;3;Média;AM;2023-10-01
EUROPA;6;Bulgária;60;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Bulgária;60;Amazonas;4;Terrestre;2;2023;Novembro;11;2;Média;AM;2023-11-01
EUROPA;6;Bulgária;60;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
ÁFRICA;1;Outros Países;11;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Janeiro;1;9;Média;AM;2023-01-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Fevereiro;2;12;Média;AM;2023-02-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Marco;3;8;Média;AM;2023-03-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Abril;4;9;Média;AM;2023-04-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Maio;5;6;Média;AM;2023-05-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Junho;6;3;Média;AM;2023-06-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Julho;7;1;Média;AM;2023-07-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Agosto;8;8;Média;AM;2023-08-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Outubro;10;2;Média;AM;2023-10-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Novembro;11;5;Média;AM;2023-11-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Dezembro;12;9;Média;AM;2023-12-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;Outros Países;56;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
ÁSIA;5;Outros Países;56;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
ÁSIA;5;Outros Países;56;Amazonas;4;Terrestre;2;2023;Agosto;8;1;Média;AM;2023-08-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Janeiro;1;17;Média;AM;2023-01-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Fevereiro;2;4;Média;AM;2023-02-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Marco;3;4;Média;AM;2023-03-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Abril;4;2;Média;AM;2023-04-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Maio;5;4;Média;AM;2023-05-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Junho;6;5;Média;AM;2023-06-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Julho;7;5;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Agosto;8;3;Média;AM;2023-08-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Outubro;10;6;Média;AM;2023-10-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Novembro;11;1;Média;AM;2023-11-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Dezembro;12;6;Média;AM;2023-12-01
AMÉRICA DO SUL;4;Chile;28;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Agosto;8;3;Média;AM;2023-08-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁSIA;5;China;40;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;China, Hong Kong;41;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
ÁSIA;5;China, Hong Kong;41;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁSIA;5;China, Hong Kong;41;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁSIA;5;Outros Países;56;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
ÁSIA;5;Cingapura;42;Amazonas;4;Terrestre;2;2023;Abril;4;2;Média;AM;2023-04-01
ÁSIA;5;Cingapura;42;Amazonas;4;Terrestre;2;2023;Julho;7;1;Média;AM;2023-07-01
ÁSIA;5;Cingapura;42;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;Cingapura;42;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;Cingapura;42;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Janeiro;1;319;Alta;AM;2023-01-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Fevereiro;2;392;Alta;AM;2023-02-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Marco;3;311;Alta;AM;2023-03-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Abril;4;240;Alta;AM;2023-04-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Maio;5;311;Alta;AM;2023-05-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Junho;6;240;Alta;AM;2023-06-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Julho;7;227;Alta;AM;2023-07-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Agosto;8;208;Alta;AM;2023-08-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Setembro;9;235;Alta;AM;2023-09-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Outubro;10;192;Alta;AM;2023-10-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Novembro;11;299;Alta;AM;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Dezembro;12;251;Alta;AM;2023-12-01
AMÉRICA DO SUL;4;Colômbia;29;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Julho;7;4;Média;AM;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Agosto;8;1;Média;AM;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Novembro;11;1;Média;AM;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Croácia;61;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
EUROPA;6;Croácia;61;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
EUROPA;6;Croácia;61;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Croácia;61;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Amazonas;4;Terrestre;2;2023;Marco;3;0;Baixa;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Amazonas;4;Terrestre;2;2023;Abril;4;1;Média;AM;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Abril;4;2;Média;AM;2023-04-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Julho;7;2;Média;AM;2023-07-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Agosto;8;1;Média;AM;2023-08-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Novembro;11;2;Média;AM;2023-11-01
EUROPA;6;Dinamarca;62;Amazonas;4;Terrestre;2;2023;Dezembro;12;3;Média;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Marco;3;3;Média;AM;2023-03-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Junho;6;7;Média;AM;2023-06-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Julho;7;13;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Agosto;8;7;Média;AM;2023-08-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Setembro;9;5;Média;AM;2023-09-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Dezembro;12;2;Média;AM;2023-12-01
AMÉRICA DO SUL;4;Equador;30;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Eslováquia;63;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
EUROPA;6;Eslováquia;63;Amazonas;4;Terrestre;2;2023;Marco;3;0;Baixa;AM;2023-03-01
EUROPA;6;Eslováquia;63;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Eslováquia;63;Amazonas;4;Terrestre;2;2023;Julho;7;1;Média;AM;2023-07-01
EUROPA;6;Eslováquia;63;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
EUROPA;6;Eslováquia;63;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
EUROPA;6;Eslovênia;64;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Eslovênia;64;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Janeiro;1;10;Média;AM;2023-01-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Fevereiro;2;15;Média;AM;2023-02-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Marco;3;9;Média;AM;2023-03-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Abril;4;6;Média;AM;2023-04-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Maio;5;6;Média;AM;2023-05-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Junho;6;3;Média;AM;2023-06-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Julho;7;9;Média;AM;2023-07-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Agosto;8;12;Média;AM;2023-08-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Setembro;9;7;Média;AM;2023-09-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Outubro;10;9;Média;AM;2023-10-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Novembro;11;6;Média;AM;2023-11-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Dezembro;12;8;Média;AM;2023-12-01
EUROPA;6;Espanha;65;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Janeiro;1;36;Média;AM;2023-01-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Fevereiro;2;30;Média;AM;2023-02-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Marco;3;33;Média;AM;2023-03-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Abril;4;41;Média;AM;2023-04-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Maio;5;11;Média;AM;2023-05-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Junho;6;31;Média;AM;2023-06-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Julho;7;37;Média;AM;2023-07-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Agosto;8;27;Média;AM;2023-08-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Setembro;9;17;Média;AM;2023-09-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Outubro;10;26;Média;AM;2023-10-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Novembro;11;9;Média;AM;2023-11-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Dezembro;12;8;Média;AM;2023-12-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Estônia;66;Amazonas;4;Terrestre;2;2023;Abril;4;1;Média;AM;2023-04-01
EUROPA;6;Estônia;66;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
EUROPA;6;Estônia;66;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
EUROPA;6;Estônia;66;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
ÁSIA;5;Filipinas;43;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
ÁSIA;5;Filipinas;43;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
ÁSIA;5;Filipinas;43;Amazonas;4;Terrestre;2;2023;Julho;7;1;Média;AM;2023-07-01
ÁSIA;5;Filipinas;43;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
ÁSIA;5;Filipinas;43;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
ÁSIA;5;Filipinas;43;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Marco;3;2;Média;AM;2023-03-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Abril;4;1;Média;AM;2023-04-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Junho;6;2;Média;AM;2023-06-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
