Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas;Classificação;Sigla_UF;Data
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Novembro;11;1;Média;AM;2023-11-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
EUROPA;6;Finlândia;67;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Janeiro;1;35;Média;AM;2023-01-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Fevereiro;2;32;Média;AM;2023-02-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Marco;3;26;Média;AM;2023-03-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Abril;4;26;Média;AM;2023-04-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Maio;5;20;Média;AM;2023-05-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Junho;6;7;Média;AM;2023-06-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Julho;7;37;Média;AM;2023-07-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Agosto;8;21;Média;AM;2023-08-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Setembro;9;18;Média;AM;2023-09-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Outubro;10;20;Média;AM;2023-10-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Novembro;11;22;Média;AM;2023-11-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Dezembro;12;23;Média;AM;2023-12-01
EUROPA;6;França;68;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Fevereiro;2;0;Baixa;AM;2023-02-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Marco;3;0;Baixa;AM;2023-03-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Grécia;69;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Marco;3;2;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Julho;7;2;Média;AM;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Agosto;8;1;Média;AM;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Outubro;10;1;Média;AM;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Julho;7;2;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Guiana;31;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Janeiro;1;8;Média;AM;2023-01-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Fevereiro;2;13;Média;AM;2023-02-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Marco;3;8;Média;AM;2023-03-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Abril;4;8;Média;AM;2023-04-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Maio;5;3;Média;AM;2023-05-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Junho;6;8;Média;AM;2023-06-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Julho;7;5;Média;AM;2023-07-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Agosto;8;1;Média;AM;2023-08-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Outubro;10;2;Média;AM;2023-10-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Novembro;11;3;Média;AM;2023-11-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Dezembro;12;3;Média;AM;2023-12-01
EUROPA;6;Holanda;70;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Honduras;17;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Honduras;17;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Honduras;17;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Hungria;71;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;Índia;44;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
ÁSIA;5;Índia;44;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
ÁSIA;5;Índia;44;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
ÁSIA;5;Indonésia;45;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
ÁSIA;5;Indonésia;45;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
ÁSIA;5;Indonésia;45;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
ÁSIA;5;Indonésia;45;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
ÁSIA;5;Irã;46;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
ÁSIA;5;Irã;46;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
ÁSIA;5;Irã;46;Amazonas;4;Terrestre;2;2023;Outubro;10;2;Média;AM;2023-10-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Agosto;8;2;Média;AM;2023-08-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Outubro;10;1;Média;AM;2023-10-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Novembro;11;1;Média;AM;2023-11-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Irlanda;72;Amazonas;4;Terrestre;2;2023;Dezembro;12;2;Média;AM;2023-12-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Marco;3;0;Baixa;AM;2023-03-01
EUROPA;6;Outros Países;89;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Fevereiro;2;3;Média;AM;2023-02-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Marco;3;5;Média;AM;2023-03-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Abril;4;10;Média;AM;2023-04-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Setembro;9;2;Média;AM;2023-09-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Novembro;11;2;Média;AM;2023-11-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁSIA;5;Israel;47;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Janeiro;1;15;Média;AM;2023-01-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Fevereiro;2;17;Média;AM;2023-02-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Marco;3;3;Média;AM;2023-03-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Abril;4;4;Média;AM;2023-04-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Maio;5;4;Média;AM;2023-05-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Junho;6;5;Média;AM;2023-06-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Julho;7;11;Média;AM;2023-07-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Agosto;8;42;Média;AM;2023-08-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Setembro;9;6;Média;AM;2023-09-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Outubro;10;6;Média;AM;2023-10-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Novembro;11;3;Média;AM;2023-11-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Dezembro;12;5;Média;AM;2023-12-01
EUROPA;6;Itália;73;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Fevereiro;2;3;Média;AM;2023-02-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Abril;4;3;Média;AM;2023-04-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Julho;7;2;Média;AM;2023-07-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Agosto;8;3;Média;AM;2023-08-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Setembro;9;1;Média;AM;2023-09-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Outubro;10;1;Média;AM;2023-10-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Novembro;11;3;Média;AM;2023-11-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁSIA;5;Japão;48;Amazonas;4;Terrestre;2;2023;Dezembro;12;3;Média;AM;2023-12-01
EUROPA;6;Letônia;74;Amazonas;4;Terrestre;2;2023;Fevereiro;2;1;Média;AM;2023-02-01
EUROPA;6;Letônia;74;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
EUROPA;6;Lituânia;75;Amazonas;4;Terrestre;2;2023;Fevereiro;2;0;Baixa;AM;2023-02-01
EUROPA;6;Lituânia;75;Amazonas;4;Terrestre;2;2023;Abril;4;2;Média;AM;2023-04-01
EUROPA;6;Lituânia;75;Amazonas;4;Terrestre;2;2023;Maio;5;0;Baixa;AM;2023-05-01
EUROPA;6;Lituânia;75;Amazonas;4;Terrestre;2;2023;Junho;6;2;Média;AM;2023-06-01
EUROPA;6;Lituânia;75;Amazonas;4;Terrestre;2;2023;Novembro;11;2;Média;AM;2023-11-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Abril;4;2;Média;AM;2023-04-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Junho;6;0;Baixa;AM;2023-06-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Outubro;10;2;Média;AM;2023-10-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Luxemburgo;76;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;Malásia;50;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
ÁSIA;5;Malásia;50;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
ÁSIA;5;Malásia;50;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁSIA;5;Malásia;50;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁFRICA;1;Marrocos;6;Amazonas;4;Terrestre;2;2023;Fevereiro;2;0;Baixa;AM;2023-02-01
ÁFRICA;1;Marrocos;6;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
ÁFRICA;1;Marrocos;6;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
ÁFRICA;1;Marrocos;6;Amazonas;4;Terrestre;2;2023;Agosto;8;1;Média;AM;2023-08-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Janeiro;1;9;Média;AM;2023-01-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Fevereiro;2;4;Média;AM;2023-02-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Marco;3;3;Média;AM;2023-03-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Abril;4;3;Média;AM;2023-04-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Maio;5;2;Média;AM;2023-05-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Junho;6;4;Média;AM;2023-06-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Julho;7;9;Média;AM;2023-07-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Agosto;8;8;Média;AM;2023-08-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Setembro;9;4;Média;AM;2023-09-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Outubro;10;2;Média;AM;2023-10-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Novembro;11;1;Média;AM;2023-11-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Dezembro;12;1;Média;AM;2023-12-01
AMÉRICA DO NORTE;3;México;25;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Nicarágua;18;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Nicarágua;18;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Nicarágua;18;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Nicarágua;18;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Noruega;77;Amazonas;4;Terrestre;2;2023;Abril;4;1;Média;AM;2023-04-01
EUROPA;6;Noruega;77;Amazonas;4;Terrestre;2;2023;Julho;7;1;Média;AM;2023-07-01
EUROPA;6;Noruega;77;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Noruega;77;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Janeiro;1;1;Média;AM;2023-01-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Maio;5;2;Média;AM;2023-05-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
OCEANIA;7;Nova Zelândia;91;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Janeiro;1;2;Média;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Maio;5;1;Média;AM;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Junho;6;1;Média;AM;2023-06-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Julho;7;0;Baixa;AM;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Agosto;8;0;Baixa;AM;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Setembro;9;0;Baixa;AM;2023-09-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Paraguai;33;Amazonas;4;Terrestre;2;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA DO SUL;4;Paraguai;33;Amazonas;4;Terrestre;2;2023;Julho;7;5;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Paraguai;33;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Paraguai;33;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Janeiro;1;179;Alta;AM;2023-01-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Fevereiro;2;139;Alta;AM;2023-02-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Marco;3;97;Média;AM;2023-03-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Abril;4;97;Média;AM;2023-04-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Maio;5;83;Média;AM;2023-05-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Junho;6;98;Média;AM;2023-06-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Julho;7;123;Alta;AM;2023-07-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Agosto;8;84;Média;AM;2023-08-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Setembro;9;61;Média;AM;2023-09-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Outubro;10;56;Média;AM;2023-10-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Novembro;11;99;Média;AM;2023-11-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Dezembro;12;77;Média;AM;2023-12-01
AMÉRICA DO SUL;4;Peru;34;Amazonas;4;Terrestre;2;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Polônia;78;Amazonas;4;Terrestre;2;2023;Janeiro;1;0;Baixa;AM;2023-01-01
EUROPA;6;Polônia;78;Amazonas;4;Terrestre;2;2023;Fevereiro;2;2;Média;AM;2023-02-01
EUROPA;6;Polônia;78;Amazonas;4;Terrestre;2;2023;Marco;3;2;Média;AM;2023-03-01
EUROPA;6;Polônia;78;Amazonas;4;Terrestre;2;2023;Abril;4;3;Média;AM;2023-04-01
